,attackhlc
65914,0
85046,1
17910,3
50159,1
3047,0
44535,0
117470,1
26607,1
43202,1
69601,0
95923,0
113457,1
6637,0
50167,0
90101,3
114735,0
80398,0
6336,0
16667,1
2906,0
86425,0
12682,0
78994,3
16127,3
89502,1
39777,1
77095,0
43496,0
3787,3
50233,1
29203,0
51369,1
124411,3
98012,1
52324,0
82480,0
60567,0
52915,0
40557,0
93423,0
31268,3
115646,1
75927,3
6276,1
18160,1
36527,0
1662,0
70453,1
93544,1
94646,0
102998,3
5239,1
77890,1
114688,0
24781,1
27744,1
107661,0
33705,3
108763,1
12329,0
124582,0
80730,0
74352,0
121118,1
34160,1
102069,0
27822,1
587,0
122655,1
11457,1
42023,1
104057,1
66610,0
65144,0
72042,1
81846,3
40868,1
73642,0
2759,0
72418,1
68536,0
54455,1
45060,0
80718,3
52584,0
81313,0
108466,0
84653,1
8386,1
16733,1
74345,0
125878,0
125629,1
72092,0
19389,0
105174,1
42014,1
67851,1
68023,0
2287,1
41482,1
49450,0
112787,0
43174,0
10733,0
32971,1
114693,0
42267,0
94145,3
110593,1
12071,3
111809,1
74667,0
11371,3
69098,1
113510,1
47050,1
110991,0
88403,1
105295,1
26574,0
122438,0
6344,3
50272,0
34851,0
70847,0
34915,0
3992,1
67882,0
92754,0
51267,0
116546,0
55228,0
85320,0
20529,1
116801,0
122047,1
44518,3
105648,0
52433,0
30814,1
122036,0
84548,1
115784,1
33374,0
91781,0
64067,0
117612,0
18464,3
18400,0
54316,1
54365,0
117456,1
81810,1
26688,0
51333,0
60253,0
84111,0
104934,1
95247,0
25513,0
55044,1
114483,0
30168,1
90513,1
93437,0
467,1
7461,0
32328,0
15762,1
104213,1
2917,1
23258,0
105279,1
12032,1
38477,1
93352,0
121622,0
90982,0
40907,1
92054,0
115138,1
118108,3
45204,1
6803,1
83126,0
14935,0
116746,1
60639,1
92607,0
5061,1
14932,1
112802,0
46264,3
92861,0
110243,0
7176,1
16139,0
34426,0
6086,2
35517,1
95456,0
70303,1
13232,1
73251,1
51006,0
125391,0
120922,0
77734,1
123953,0
49177,0
53710,1
27179,1
74243,1
60835,0
36219,0
20882,1
118203,0
69772,0
71379,2
53740,1
20711,0
47067,1
33334,0
68094,0
22636,0
97135,0
64120,0
28619,1
100213,1
116781,1
41185,1
72466,0
93795,0
113401,1
38802,1
68195,0
50354,1
41001,0
103009,1
98744,0
100068,1
110388,0
10915,0
33592,1
63929,0
47473,1
116439,1
85683,3
39761,3
45594,1
86932,0
125464,1
39206,0
67459,0
108736,0
7922,1
17500,0
106798,0
59947,0
561,1
118248,0
34902,1
104119,1
37842,1
27130,3
107332,0
120965,1
10019,0
107416,1
117942,0
53906,1
5793,1
904,0
18757,1
119869,1
79899,1
69301,0
92212,0
77760,1
116193,0
100340,0
87093,1
94172,1
97943,3
26609,0
96126,0
109800,3
84608,3
104251,1
108520,1
16288,1
69786,0
60740,0
12272,3
45539,1
28298,1
18805,1
93622,1
88795,0
96411,0
100276,0
118015,0
56848,0
34110,0
35659,0
120476,1
32854,3
20446,0
123439,1
94399,0
55378,0
5326,0
60151,1
72501,0
53851,0
54717,0
53242,1
42562,4
106269,0
108046,0
94457,0
64803,2
123932,1
81994,0
2082,3
86765,0
39224,0
44380,1
13251,0
616,3
63025,0
52851,1
86705,0
85902,1
23683,3
60829,1
39111,0
23319,1
92533,1
16168,0
79699,1
54979,0
25629,0
909,3
64512,1
25061,3
10093,3
102448,1
82593,1
89521,1
36126,3
28067,3
75579,0
109638,3
7475,1
109076,0
74373,1
122866,0
30089,0
55145,0
88656,0
81274,0
35578,0
30110,1
4533,3
77185,1
47734,0
16744,1
105689,3
47574,1
30001,0
104966,0
34257,0
11406,0
56087,0
20511,3
34628,1
59642,0
50762,0
48921,0
101832,1
52217,0
43721,0
91545,0
66576,0
90504,1
4506,0
78335,0
1746,0
62379,1
106368,0
7733,0
121656,0
50852,0
116632,1
81882,1
76546,0
59867,0
16919,0
118713,0
58789,1
16273,1
20083,0
125900,1
70755,1
2109,1
49539,1
86736,0
97688,1
57887,0
74916,1
97378,1
73278,0
18478,1
88815,0
30123,1
125076,1
86564,0
27022,0
92071,1
5225,0
65255,0
105503,3
74574,0
107559,1
67423,0
116340,0
30473,1
79560,0
97279,0
38730,0
75268,1
26593,0
14041,0
73353,1
92267,0
80873,0
109677,0
53307,1
125554,0
119847,0
95363,1
5640,0
96483,0
97187,0
42448,1
33828,1
80102,0
114182,0
33153,1
38091,0
6890,1
118809,1
42712,0
118834,0
10854,0
99781,0
26678,0
45810,1
3771,0
16575,0
103943,0
13304,0
112351,1
1636,0
104583,0
21138,0
107962,1
1756,0
31723,0
81964,1
106810,0
26502,1
118695,0
101237,0
51726,0
93356,3
850,0
18418,3
18379,2
31500,1
98515,0
49659,0
29988,0
43099,0
75782,0
25710,0
125294,0
7434,1
11585,3
59741,0
18552,0
1323,0
61117,1
57089,3
75369,1
99630,0
71192,0
27257,0
67400,0
67139,0
30020,0
18662,0
58655,1
84885,1
20508,0
5004,0
101329,0
62772,1
69561,1
121868,0
119649,1
26175,1
71751,0
39763,1
8869,3
24844,1
38263,0
60240,1
4082,1
32745,0
33129,0
97729,1
898,3
47096,1
19171,1
57853,3
16432,1
33627,3
91955,0
87744,1
14954,0
12848,0
14786,0
97025,1
84165,1
79295,1
33870,0
96984,1
53339,0
3200,1
89386,1
43693,1
55319,1
97545,3
64010,3
96355,0
16489,0
118814,0
55240,3
124091,1
63179,1
107111,0
57471,1
116797,1
63989,0
1735,0
16065,1
114208,1
13221,3
46850,1
70892,0
121543,1
40060,0
98092,1
65621,0
101355,3
72157,0
94658,1
24833,0
56276,1
7366,0
83181,0
122376,1
38656,0
3944,3
26550,0
37128,0
57096,0
109867,1
39158,1
87214,1
99499,1
107935,0
26166,3
80997,3
4094,0
35633,1
9969,0
64557,1
217,0
84377,1
73384,1
87753,0
39043,1
34519,1
35116,3
69919,1
5217,1
48331,0
87238,0
50796,1
31408,0
68171,1
108013,0
86250,0
74227,0
76049,1
50743,0
45351,0
16835,0
4663,0
80072,0
119234,0
50873,1
20077,1
123495,1
64456,3
16345,3
38831,0
40851,1
67915,1
73728,3
71714,1
47384,3
91300,0
120013,0
88194,0
119898,3
109423,1
87355,0
71691,3
26192,1
123966,0
17831,0
47327,1
117566,0
95125,1
51664,0
66603,1
52124,0
61958,1
76734,0
74429,0
5365,0
123314,1
54317,1
31768,1
4186,0
26823,3
28662,0
12086,0
91200,0
59035,1
93610,3
78823,0
91274,0
98886,0
47776,1
17589,1
112465,0
89833,1
97493,0
50491,0
31490,0
122933,1
80407,0
107620,0
71774,1
110626,1
117610,3
92647,0
65738,1
9225,1
15257,0
102185,1
66156,1
41585,1
124675,1
125715,0
4115,1
18457,0
78970,0
87928,0
80181,0
97789,0
123045,1
42937,0
50694,0
47599,0
89529,0
36465,0
62259,0
82778,1
15596,0
25635,3
57613,0
2344,0
14593,0
76602,1
76482,1
118037,1
122883,0
111209,1
73640,1
74135,1
13725,0
880,0
32374,0
46639,0
41620,1
97882,1
120076,0
46139,3
43702,1
89894,3
29250,0
23309,0
69852,0
46953,1
75530,0
34708,1
48719,0
65979,1
100551,1
32434,1
103374,1
42359,0
38302,1
86189,1
44008,0
8097,0
124042,0
11865,1
90791,0
106265,0
62819,1
81037,1
114548,1
118419,0
117213,1
42411,0
42847,1
70984,0
108459,0
68872,0
45942,0
42039,1
65379,3
12531,0
90696,3
77465,0
65711,0
107725,0
918,0
72675,0
42510,2
5267,1
101154,1
44424,1
74269,1
27053,0
83115,0
98158,1
48700,0
107381,1
84838,0
72400,0
98183,0
48157,0
54457,1
54452,3
7137,0
19335,3
52791,1
56203,0
7981,0
23292,1
95921,3
117734,3
31385,0
17527,0
49083,1
23284,3
61325,1
59851,1
17635,0
63536,0
63153,1
87971,0
5123,1
67096,0
112284,0
120645,1
54359,0
60051,0
83377,0
111494,0
54218,0
59681,0
43148,0
109026,1
46576,0
58975,0
92954,3
91103,3
36257,0
51599,0
113294,0
48929,0
92365,1
27489,1
33038,0
36131,3
57818,0
50301,1
61314,1
34009,0
53287,1
66853,0
13289,1
28814,1
106556,0
100198,1
43532,3
59425,0
116426,0
101918,0
16603,3
33720,0
118096,0
8329,0
61119,0
55162,1
60584,0
11431,0
44791,1
88162,1
63402,1
18395,1
96789,1
123132,1
100120,0
22238,0
50853,0
52849,0
56532,0
25342,1
91922,0
27997,0
59419,1
65593,1
89148,3
36192,0
10030,1
41967,2
85426,0
101822,0
29083,3
12937,0
109128,0
61749,0
120724,1
18773,0
95744,1
63309,0
22486,1
42126,0
86962,1
87582,0
30984,0
115547,0
81601,1
124362,3
36307,0
58133,0
72434,0
68417,0
29648,0
57617,0
34029,0
10705,0
25910,2
52877,2
103369,1
65248,1
35572,0
99088,0
113804,1
58827,0
46219,0
49706,1
98592,0
93956,0
89156,1
99250,0
25135,0
83540,0
6527,0
122386,1
7675,1
19234,0
20958,1
84681,0
26029,0
33195,0
124319,3
107896,0
101244,2
72248,0
10130,0
84941,1
94263,0
54623,0
25023,2
91473,0
116976,0
74258,1
19528,1
61103,1
69958,1
14705,1
25966,0
115336,1
4055,1
32668,1
83009,1
16990,0
33845,0
67374,1
35806,0
45972,1
37796,0
31360,1
91172,0
115076,0
70338,0
4909,1
66136,1
110232,0
77498,0
27859,1
18948,1
61080,0
50834,1
12640,0
15620,0
54590,0
34932,0
34346,0
62306,3
59152,1
10269,1
44481,1
9799,1
28023,0
82747,1
117087,1
78668,0
36376,1
83398,0
102561,1
85159,0
105492,0
124825,3
122018,0
88751,1
11250,0
124961,0
82679,1
106899,1
85019,0
118122,1
6916,0
103043,0
22423,0
54233,0
53723,1
97795,0
123217,3
4200,0
31547,0
57708,0
2015,0
59591,1
15310,1
100186,1
78956,0
90345,0
50757,1
2890,0
100511,0
24997,0
63226,1
114351,1
99659,0
8729,0
59460,0
33342,1
85796,0
120898,0
83049,0
74647,1
45101,1
69758,3
31502,1
83297,1
119525,1
32514,0
53146,3
116236,0
32957,1
90600,0
21810,3
78549,0
59952,0
23844,0
98666,3
12563,0
55140,3
59435,1
93602,0
49230,3
81205,0
25652,0
54334,2
34127,1
36748,1
43406,0
53351,1
43872,1
94684,0
40676,0
91901,1
85198,2
57516,1
115534,0
27881,1
55861,0
36679,1
7457,1
53039,0
45339,1
123442,3
106434,1
80823,1
39218,0
68814,0
57724,1
4063,1
54483,1
86412,0
53444,0
69722,0
113325,1
81475,0
12538,0
117875,1
67230,0
46442,0
39297,0
120481,1
86946,3
125600,1
117278,0
61902,1
25671,0
75487,1
103319,0
77998,2
51556,1
86326,1
52527,0
114176,1
42984,0
3292,0
46065,1
30320,0
76590,0
49854,0
81289,0
13503,0
7464,0
35146,0
86308,0
114650,1
91581,1
14796,0
88243,1
84032,1
55670,1
119670,0
77574,0
69415,1
46439,1
3175,0
19516,0
557,1
43144,1
27026,1
103458,1
83188,0
75134,1
110487,0
89520,1
2789,0
34133,0
99791,0
71789,0
101465,0
90994,0
94232,0
114672,0
28404,1
43868,0
64947,0
45802,0
47325,1
91139,1
42653,1
54051,1
97151,1
98709,1
10464,1
10435,1
52365,0
11000,0
40981,0
79603,1
49953,2
125842,0
94787,0
47080,1
66778,1
28448,0
43438,1
68246,1
22058,0
77660,1
37484,1
36466,1
109927,0
67749,1
71055,0
72378,1
93202,0
25126,1
97356,0
4083,0
97047,0
7496,0
65334,1
87159,0
50052,3
65912,0
45303,1
99001,0
105163,0
5166,0
97728,1
21620,0
64791,1
40669,1
43730,1
42766,0
120523,0
72407,1
101554,1
112910,1
28718,0
53406,0
72761,0
33639,3
100152,3
86027,1
57432,1
27785,0
101011,0
30575,0
25669,1
49152,0
4214,0
51881,1
34689,0
115019,0
111363,1
7724,0
48649,0
122069,0
26024,0
55985,0
23789,0
96194,1
78433,3
123631,0
45263,0
122539,0
107187,0
50571,1
107926,1
62867,1
71837,1
112715,0
16891,1
12276,0
17204,1
13154,3
26242,3
31199,1
109874,1
63125,1
94379,0
112899,0
61732,0
36538,0
103339,1
91693,1
55429,0
93721,2
41662,0
47317,1
84781,1
34367,1
125281,0
116617,1
103822,0
30781,1
59686,3
26390,0
47787,0
3062,0
94238,1
28203,0
80872,0
20440,3
17274,0
104238,1
75509,3
110992,3
10452,0
35676,0
31372,1
55002,1
43329,0
92738,0
65927,0
64537,3
83916,1
68846,0
109910,1
108437,0
64137,3
27672,0
1249,0
84750,0
110024,0
104244,1
87786,1
45504,3
68441,0
31767,1
123507,0
62412,0
45223,0
52404,0
40942,0
125935,0
66594,3
3402,0
10766,0
30541,1
25821,0
72155,0
98178,3
80379,0
10029,1
41784,0
33983,0
124631,1
120383,1
90173,1
112696,0
108395,0
93632,1
42906,1
93749,0
105474,0
36413,0
105624,1
13602,1
69827,3
85520,1
90985,0
5500,0
7001,1
40699,1
120033,1
67168,0
90661,1
49815,1
55139,0
22104,0
80139,1
114061,1
61660,1
20608,0
30274,1
92628,0
51576,1
124,1
102361,1
28501,0
77936,3
22554,0
35073,0
58740,1
100911,1
20381,0
72941,1
28321,3
52884,1
38101,0
100745,0
45849,3
116947,1
124117,3
54833,1
60451,1
9457,0
20371,3
72557,1
18590,1
94957,1
116919,1
48415,1
55800,1
56629,1
74966,1
71140,0
98488,1
2907,1
40389,0
107675,0
65180,0
70347,0
14595,0
22575,1
32172,1
2407,0
68191,3
18383,0
77860,3
44029,1
30654,1
68739,0
108485,3
116465,0
67138,1
36118,1
116589,0
60258,1
70413,1
1060,2
58771,1
111342,1
30032,0
26745,0
113933,0
124208,1
93363,0
33546,0
88552,1
86912,1
107403,3
81960,0
111467,1
40319,1
6770,0
114820,0
89680,0
111961,0
89234,0
52209,1
64994,0
64501,0
188,0
99722,0
113352,1
125307,0
120150,1
965,1
3344,0
117293,0
95749,0
8576,1
28976,1
24002,1
60620,1
49451,0
59549,1
38992,3
93655,1
16420,0
38804,0
89946,1
58225,0
98819,0
42050,1
93944,3
97169,3
109721,0
71404,1
106325,0
84427,0
102294,3
105865,1
68889,0
43708,3
20499,1
58538,1
73609,1
13204,0
5829,0
13212,0
77982,0
30556,3
27171,1
78439,3
32143,0
112338,1
19918,0
5497,0
5871,0
58025,0
114641,0
118477,1
58656,0
81889,0
33141,0
3479,1
46895,3
91896,0
95445,0
118290,0
52444,1
112744,0
42772,3
32661,0
40022,1
41554,0
50473,3
104796,0
2238,0
2657,0
99020,1
9504,3
84022,0
99919,1
34881,2
45239,3
117148,1
6189,1
6450,0
105822,0
40363,0
91216,0
42651,0
86338,3
18907,1
91594,0
1161,0
73143,1
104354,0
47436,0
112851,1
17181,0
79947,1
61288,0
40328,1
122236,1
76516,3
17632,0
108787,0
72950,3
93285,1
62282,0
112347,0
75597,0
60462,3
62220,1
45050,0
58154,0
59377,1
93367,0
68752,0
44988,0
28529,0
64217,1
25975,0
46698,3
95183,0
92714,0
85511,0
124299,1
24799,0
22549,1
7253,0
123739,0
118957,0
93404,1
11939,0
47826,0
110572,0
69110,3
29536,0
113822,0
40665,1
51414,0
113135,0
88133,0
123553,1
78839,1
23392,0
13331,0
81628,0
33740,1
23987,0
55258,0
26317,0
45784,0
123185,1
36837,1
105933,1
25089,3
16234,0
64776,3
19617,1
114877,0
116088,0
28220,0
85975,3
31594,0
1134,0
114498,1
121535,1
32705,0
75892,0
125948,0
122849,1
34529,0
9849,1
118042,0
60630,1
98560,1
100692,1
43762,1
14533,1
26959,1
60635,1
17039,0
33502,0
10773,0
115233,0
26914,0
54868,0
111847,0
118681,0
7368,1
121314,1
70354,0
14492,0
122889,0
81578,0
8142,1
7516,0
7563,1
115472,0
79256,0
110506,1
120050,1
97407,1
40231,0
44425,1
33677,0
45998,0
65276,1
6619,0
49942,0
28398,3
46159,1
40281,1
88644,0
67197,0
52841,1
124716,0
7449,0
1378,0
93348,1
12505,0
67372,1
109960,1
3927,1
12059,0
10541,1
56160,1
66198,0
31941,0
47342,1
101683,3
1188,0
74986,1
121270,1
82106,0
41579,0
15890,1
39684,1
89091,0
104685,1
70815,0
96379,0
76078,0
75470,3
36558,0
12386,1
12562,0
7129,1
32651,1
4053,3
92867,1
103054,1
24358,2
76723,1
24085,1
10146,0
105811,1
123676,0
19968,0
52597,1
25528,1
92362,3
63636,0
53181,1
121934,0
30132,1
21487,0
77691,0
63350,0
107879,3
87877,0
85716,0
96497,1
9216,1
16217,0
120637,0
38669,0
110801,1
40956,0
80079,0
87961,0
12453,3
72635,1
57823,3
51715,1
56362,1
112799,0
27935,1
16836,1
24938,0
35567,0
14776,1
103600,0
46487,0
33515,0
68329,3
24145,0
57271,0
12009,0
61963,0
122714,1
17008,1
32033,1
10361,1
55511,0
61999,3
69396,1
19173,1
83044,1
56781,0
40617,0
111330,0
78277,0
103868,0
20698,1
50468,3
15719,0
74742,1
118857,1
119979,0
44677,0
94142,0
12226,0
110445,0
76567,1
66892,0
62427,1
67892,0
9180,0
86081,0
25090,0
101978,1
67974,3
27261,0
88937,0
47631,1
119516,3
52089,1
13594,0
117359,1
73190,0
83933,1
52033,1
121944,0
74460,1
2236,0
46436,3
47043,3
54796,0
83050,0
82156,1
88587,0
99507,1
94162,1
36141,0
121542,0
9642,0
103351,0
37520,3
69257,0
91404,0
118407,0
73804,0
93585,1
36451,1
80992,0
122057,3
97168,0
91980,0
62996,0
94594,1
102191,0
47716,0
79339,0
2835,3
46430,3
9298,1
70078,0
95465,0
1996,3
57371,2
122492,3
11174,0
59978,3
51677,0
60556,1
1079,0
31814,1
63027,1
46604,0
60393,1
78634,3
72479,0
8573,1
90662,1
93839,3
66980,0
26638,0
10230,1
125938,3
85928,1
113791,1
80349,0
116103,1
89114,0
8035,3
38397,0
48433,1
84897,3
36098,1
123752,0
124977,1
74056,1
54505,1
56972,0
296,0
72844,0
53183,1
86596,0
3670,0
118001,0
69171,0
112640,0
62863,1
66931,3
64377,1
121039,0
74928,0
64986,1
90889,0
97077,1
64559,3
31102,0
103538,0
79581,0
68908,0
47482,1
19524,0
18150,1
101914,1
102335,3
5124,1
9492,3
33289,0
17373,0
95266,1
59850,1
17648,0
32784,3
118604,0
19445,0
122972,1
110362,1
20557,1
106047,1
100866,1
64690,0
104073,1
11716,1
70302,1
21760,1
104716,0
39402,1
93739,0
75117,0
118987,1
109167,1
110044,1
64967,0
5231,0
125752,0
59693,1
26867,1
65151,0
33260,0
122748,1
124455,1
79255,1
28463,0
42652,1
98645,3
116511,0
22583,1
7614,3
114109,3
25776,1
102789,0
35791,1
84666,1
62704,0
44213,0
81743,1
93280,1
2475,0
83237,0
13838,3
15718,0
115461,1
53643,0
9795,3
65268,3
99851,1
28894,1
79961,0
46552,0
49463,1
66881,1
947,1
48432,0
70198,1
103854,0
70598,1
79113,1
105780,1
16221,1
81735,2
41207,0
60794,0
29354,1
77772,0
56668,1
113869,1
92073,1
61244,1
10281,0
26756,3
38883,1
39008,0
48969,0
101980,1
63694,0
20415,2
50929,0
13515,0
120934,0
22716,3
9549,1
100608,0
38921,1
24203,0
30312,0
111512,1
14512,1
118186,0
67969,3
60695,0
20205,1
20329,1
19563,0
110860,1
120114,0
43152,0
74432,1
35638,0
59548,0
120734,1
94510,0
35821,0
120684,0
54911,1
19106,0
95156,1
16457,1
69700,0
17814,1
21141,0
106451,0
113687,3
68991,0
54504,0
2398,1
107338,0
108440,1
14521,1
121851,0
27211,0
50523,1
1309,1
71306,0
74077,1
75631,0
22171,0
1102,0
35639,0
56847,1
20534,0
29982,0
40639,0
88782,0
106517,3
24070,0
49654,1
93925,0
16000,0
74867,1
51127,0
51570,0
51786,1
40233,0
43402,0
88823,0
3801,0
77639,1
125314,1
58909,1
69591,1
78797,0
59846,0
40148,1
36228,1
451,0
92321,0
20264,0
11595,0
10732,0
47234,0
18241,0
114161,0
109643,0
63751,1
56281,1
27456,0
114367,1
28029,3
88408,0
15606,0
93157,1
9101,0
22743,1
67066,0
116107,1
51322,0
10022,0
125237,0
28177,1
46879,0
48624,1
58823,1
73055,0
58559,0
52099,0
62688,0
21808,3
12446,0
79975,1
105658,1
22470,0
8318,1
58959,3
61506,0
72425,0
69372,1
113979,0
7594,1
53950,1
49691,1
7518,0
115600,3
70121,0
8972,1
70625,1
74656,0
31486,0
45528,0
124250,0
103509,1
4737,1
78356,1
50071,0
50770,1
16755,0
64658,0
27141,3
2124,1
59228,0
52041,1
87031,1
31694,3
66875,0
57637,0
124081,1
44760,0
121916,1
48795,0
14179,1
114189,0
9365,1
56085,0
112277,0
59471,3
117389,0
85049,1
115628,3
65883,1
56583,0
64447,0
4162,1
54477,0
12832,1
111502,1
36476,0
95132,0
34231,0
69935,1
12330,0
121972,1
82382,0
100422,0
4873,3
59830,0
119344,1
14681,0
41446,1
47935,0
115900,1
16912,0
28268,1
33291,0
4021,0
35234,3
65946,0
91530,0
17683,1
114399,1
47637,0
78778,0
87720,1
38810,3
107831,0
70301,0
5686,0
59910,3
90921,0
107358,1
2232,0
8998,0
100770,3
118336,3
79517,1
49587,0
2492,0
64687,0
108946,1
54887,1
87376,0
72969,0
55935,2
88081,0
18060,0
72432,1
27106,0
92676,1
60955,1
117487,0
34317,0
76617,0
11093,3
73619,0
83577,3
78486,1
106713,0
70090,1
39241,0
87088,0
68102,3
29224,1
123993,0
10460,0
21181,0
53619,3
31148,0
98050,3
40621,1
102899,3
52551,0
16032,0
33418,1
79025,2
79596,1
91821,0
75521,1
17647,1
88029,1
81915,0
52147,1
58642,0
68817,0
47948,0
56671,0
113776,0
80671,1
10310,0
57539,0
70838,0
81025,0
119276,1
96858,1
109839,0
31960,0
14518,1
116153,1
44416,0
55953,0
1790,3
57130,0
27181,3
44739,3
73116,0
107081,3
109096,3
8892,1
15193,0
15519,0
89945,0
122545,0
66590,0
68181,1
97718,1
39283,1
47175,0
70742,1
63685,1
49912,1
50787,1
47808,3
43155,0
46149,0
82688,1
17455,1
16906,0
107043,1
78583,0
102715,0
72401,0
1990,0
28543,0
13135,3
831,0
99188,0
15365,0
45990,1
52728,0
22862,0
21753,1
51955,1
105226,1
1839,1
2341,3
77142,1
17705,0
13081,0
12093,1
33338,0
77495,2
14611,0
124677,0
45809,0
45061,1
31390,0
43361,1
78185,3
39728,1
79245,1
45638,1
71602,0
30097,1
98344,0
29138,0
26794,0
59778,1
59349,0
100525,0
40908,1
49978,3
121782,1
80077,0
10282,1
107785,1
76302,1
88984,0
92276,0
24617,1
96253,0
81023,1
65397,0
35857,0
4644,0
114083,0
122991,0
63365,0
118475,1
123428,0
50316,1
97906,0
118613,3
2195,1
92572,1
97277,1
110408,1
43165,0
15629,1
74550,1
101761,0
109168,0
67237,0
31605,0
17047,1
23110,3
115603,1
41235,0
73111,3
68608,3
91443,1
94224,0
7709,1
120230,3
59059,1
109221,0
93669,3
122816,1
124210,1
119919,0
13484,3
43092,0
60313,1
29000,1
66396,0
69619,1
23827,0
55951,3
40279,0
18778,3
52890,1
107118,0
29609,0
121175,1
121472,0
42369,3
13346,0
8912,0
99954,0
28078,3
23897,1
35599,3
7946,1
101014,0
95124,1
15659,0
24017,1
51838,1
104221,1
31816,1
90857,0
9691,0
102483,0
63871,0
57236,1
108174,1
86565,0
1787,1
103046,1
91369,1
33771,1
64124,0
15055,1
118940,1
36846,1
37269,1
64698,1
108015,1
107666,0
33947,0
39173,3
29976,0
10176,1
51927,0
94960,1
96649,0
7011,3
93651,3
124616,0
6348,0
120301,0
92595,0
79180,1
72610,0
75102,0
106160,1
87897,1
100155,0
115605,2
4510,3
61632,1
3967,0
116314,0
18962,0
85072,1
5016,1
66222,0
111371,0
59753,3
60235,1
20407,0
101972,0
45120,0
70866,1
52361,0
22696,0
50688,0
40584,1
56104,0
118758,0
99046,0
102231,1
120516,1
101733,1
57258,1
2449,0
61828,1
33905,1
1071,1
79840,0
59429,1
100104,0
74357,1
57733,3
111880,0
54786,0
54530,0
86879,0
50372,0
99577,0
35704,1
26706,0
25783,1
30585,3
3084,0
98717,0
36402,1
37690,3
124890,1
119573,0
55040,0
79204,0
101002,0
94366,0
71208,0
36994,1
41469,1
117964,0
120353,0
34867,1
98956,0
29485,0
115100,0
90809,0
34941,0
117644,0
49939,0
114034,0
21777,3
108655,1
107804,0
117330,1
96425,3
111067,1
1425,1
13753,0
60263,0
58945,1
88448,1
2781,0
71440,1
11814,0
15699,0
83939,0
23431,0
22849,0
112901,1
29262,0
97136,0
44775,0
16608,0
17956,0
121454,1
20881,1
36640,0
14870,1
47862,0
122187,0
40645,1
110008,1
111061,0
80654,0
63121,1
76562,0
98558,0
55306,3
61832,0
16133,1
17881,0
11983,1
28145,1
319,1
66700,0
69787,0
1929,1
57805,0
11610,1
102911,0
96971,0
51368,0
115353,3
76269,0
29529,0
119762,0
124238,1
74439,0
20097,3
120533,1
43848,1
57108,0
84602,3
9553,0
72672,1
22555,1
12662,3
45065,0
125101,0
25657,1
61984,0
88820,0
90452,0
122938,1
52500,1
120208,0
92602,0
53123,1
6047,0
68415,0
89646,0
55418,0
5687,1
124437,0
74452,0
25997,0
63556,0
63079,0
125607,0
82204,0
86164,1
64082,1
29134,3
20396,0
103904,0
96939,3
121710,0
114581,1
95983,1
117648,1
79768,1
95217,3
40113,0
112912,1
108042,1
118353,0
89977,0
121050,3
117455,0
52826,0
23137,0
11577,1
107653,1
49983,1
42671,0
114114,0
2416,3
110239,1
69997,1
14076,1
86965,0
81265,3
41987,1
40042,0
1937,1
62090,0
28615,0
70024,0
79492,0
43440,0
70875,1
107823,0
5899,0
72543,0
39880,0
118026,1
44138,0
1138,0
28178,3
26125,1
91917,0
7586,1
32581,0
24140,0
86618,3
8377,0
8707,0
55156,3
1755,1
29862,0
91974,1
10311,0
11175,0
19619,0
11317,0
22504,0
25924,0
54806,0
43608,1
99882,3
98002,0
122663,1
85401,0
53409,0
104813,0
50806,0
68048,3
67493,1
23105,0
81379,0
10869,0
72257,1
11576,1
73021,0
43460,3
32457,0
32696,0
42182,1
25651,1
41898,3
3304,1
119712,0
57770,1
26732,0
97226,3
33301,0
104932,3
73358,0
17525,0
65898,1
32131,1
12653,1
124498,1
70204,1
35641,0
21259,1
89877,1
19306,0
87313,0
53777,0
22482,0
39800,1
4217,0
78698,0
57302,0
118799,0
61522,0
42271,1
111191,1
45534,3
122906,1
113159,1
15691,1
3898,3
21444,1
99333,0
88122,1
88746,0
68552,3
83071,1
100177,1
72464,0
42920,0
118198,1
53244,0
27389,1
24859,0
8826,0
74153,0
49163,0
40314,1
95122,0
42747,1
94664,1
5341,1
70910,0
91075,1
106913,1
18091,0
97432,1
57720,0
88803,1
77056,0
68215,0
66691,0
68224,3
42731,0
73472,0
118060,0
19871,1
56333,3
116367,0
60259,1
123813,0
8856,1
6821,1
22490,0
49701,0
20669,1
38230,1
97969,3
108766,1
72934,0
8213,0
110899,1
37549,1
67360,1
122038,0
14435,3
37539,3
41854,0
99135,3
61908,3
59134,1
122643,1
33713,1
28284,0
114297,1
52104,2
32597,0
42224,0
17550,0
12427,0
106751,0
65968,0
1857,0
44216,0
119815,1
43412,1
70891,3
6092,0
61422,1
100691,0
72072,0
17915,1
11279,0
32407,0
61956,0
113263,1
116463,0
70296,1
62797,0
104898,0
89326,0
22025,1
125691,1
114690,0
44912,1
